timestamp,voltage,current,temperature,power
2025-09-03 18:20:26,3.98,0.76,24.7,3.02
2025-09-03 18:20:27,4.10,0.84,24.7,3.44
2025-09-03 18:20:28,3.96,0.74,24.9,2.93
2025-09-03 18:20:29,4.20,0.67,24.8,2.81
2025-09-03 18:20:30,4.14,0.66,24.7,2.73
2025-09-03 18:20:31,4.19,0.74,24.7,3.10
2025-09-03 18:20:32,4.09,0.75,24.7,3.07
2025-09-03 18:20:33,4.03,0.78,24.6,3.14
2025-09-03 18:20:34,3.91,0.74,24.7,2.89
2025-09-03 18:20:35,3.95,1.01,24.8,3.99
2025-09-03 18:20:36,4.11,0.73,24.8,3.00
2025-09-03 18:20:37,3.96,0.90,24.7,3.56
2025-09-03 18:20:38,4.12,0.88,24.8,3.63
2025-09-03 18:20:39,4.17,0.89,24.8,3.71
2025-09-03 18:20:40,4.03,1.03,24.7,4.15
2025-09-03 18:20:41,3.98,0.93,24.7,3.70
2025-09-03 18:20:42,3.99,0.94,24.6,3.75
2025-09-03 18:20:43,4.12,0.87,24.7,3.58
2025-09-03 18:20:44,3.83,0.86,24.7,3.29
2025-09-03 18:20:45,4.14,0.72,24.6,2.98
2025-09-03 18:20:46,4.01,0.79,24.6,3.17
2025-09-03 18:20:47,4.04,0.86,24.6,3.47
2025-09-03 18:20:48,4.04,0.91,24.5,3.68
2025-09-03 18:20:49,3.82,0.97,24.6,3.71
2025-09-03 18:20:50,4.12,0.94,24.5,3.87
2025-09-03 18:20:51,4.11,1.12,24.6,4.60
2025-09-03 18:20:52,3.97,1.13,24.5,4.49
2025-09-03 18:20:53,3.86,1.05,24.4,4.05
2025-09-03 18:20:54,3.68,0.94,24.5,3.46
2025-09-03 18:20:55,3.81,0.94,24.4,3.58
2025-09-03 18:20:56,4.00,1.23,24.4,4.92
2025-09-03 18:20:57,3.94,1.12,24.5,4.41
2025-09-03 18:20:58,3.85,1.08,24.4,4.16
2025-09-03 18:20:59,3.97,1.11,24.4,4.41
2025-09-03 18:21:00,3.91,1.22,24.2,4.77
2025-09-03 18:21:01,3.69,1.15,24.2,4.24
2025-09-03 18:21:02,3.84,1.24,24.3,4.76
2025-09-03 18:21:03,3.68,1.05,24.3,3.86
2025-09-03 18:21:04,3.90,1.32,24.2,5.15
2025-09-03 18:21:05,3.86,1.32,24.2,5.10
2025-09-03 18:21:06,3.97,1.24,24.1,4.92
2025-09-03 18:21:07,3.96,1.25,24.3,4.95
2025-09-03 18:21:08,3.82,1.38,24.0,5.27
2025-09-03 18:21:09,3.79,1.24,24.1,4.70
2025-09-03 18:21:10,3.77,1.38,24.1,5.20
2025-09-03 18:21:11,3.73,1.56,24.0,5.82
2025-09-03 18:21:12,3.61,1.49,24.0,5.38
2025-09-03 18:21:13,3.62,1.37,24.0,4.96
2025-09-03 18:21:14,3.78,1.57,23.8,5.93
2025-09-03 18:21:15,3.91,1.45,23.8,5.67
2025-09-03 18:21:16,3.80,1.49,23.8,5.66
2025-09-03 18:21:17,3.80,1.57,23.8,5.97
2025-09-03 18:21:18,3.96,1.44,23.8,5.70
2025-09-03 18:21:19,3.72,1.62,23.7,6.03
2025-09-03 18:21:20,3.64,1.58,23.7,5.75
2025-09-03 18:21:21,3.66,1.50,23.7,5.49
2025-09-03 18:21:22,3.65,1.72,23.6,6.28
2025-09-03 18:21:23,3.65,1.64,23.7,5.99
2025-09-03 18:21:24,3.96,1.56,23.5,6.18
2025-09-03 18:21:25,3.71,1.67,23.6,6.20
2025-09-03 18:21:26,3.62,1.76,23.4,6.37
2025-09-03 18:21:27,3.81,1.66,23.4,6.32
2025-09-03 18:21:28,3.61,1.58,23.5,5.70
2025-09-03 18:21:29,3.96,1.60,23.3,6.34
2025-09-03 18:21:30,3.82,1.72,23.3,6.57
2025-09-03 18:21:31,3.61,1.83,23.3,6.61
2025-09-03 18:21:32,3.59,1.56,23.3,5.60
2025-09-03 18:21:33,3.60,1.56,23.3,5.62
2025-09-03 18:21:34,3.65,1.75,23.1,6.39
2025-09-03 18:21:35,3.83,1.55,23.0,5.94
2025-09-03 18:21:36,3.94,1.66,23.1,6.54
2025-09-03 18:21:37,3.85,1.83,23.1,7.05
2025-09-03 18:21:38,3.98,1.68,23.0,6.69
2025-09-03 18:21:39,3.72,1.76,22.9,6.55
2025-09-03 18:21:40,3.91,1.74,22.8,6.80
2025-09-03 18:21:41,3.90,1.78,22.9,6.94
2025-09-03 18:21:42,3.71,1.60,22.8,5.94
2025-09-03 18:21:43,3.92,1.52,22.9,5.96
2025-09-03 18:21:44,3.81,1.52,22.7,5.79
2025-09-03 18:21:45,3.83,1.54,22.7,5.90
2025-09-03 18:21:46,3.90,1.61,22.6,6.28
2025-09-03 18:21:47,3.74,1.47,22.6,5.50
2025-09-03 18:21:48,4.08,1.72,22.6,7.02
2025-09-03 18:21:49,3.95,1.49,22.6,5.89
2025-09-03 18:21:50,4.03,1.70,22.4,6.85
2025-09-03 18:21:51,3.89,1.54,22.5,5.99
2025-09-03 18:21:52,4.00,1.55,22.3,6.20
2025-09-03 18:21:53,3.81,1.52,22.3,5.79
2025-09-03 18:21:54,3.93,1.28,22.3,5.03
2025-09-03 18:21:55,3.94,1.31,22.3,5.16
2025-09-03 18:21:56,4.07,1.49,22.1,6.06
2025-09-03 18:21:57,4.00,1.26,22.1,5.04
2025-09-03 18:21:58,4.22,1.35,22.0,5.70
2025-09-03 18:21:59,4.18,1.21,22.1,5.06
2025-09-03 18:22:00,3.99,1.20,22.0,4.79
2025-09-03 18:22:01,4.28,1.20,21.8,5.14
2025-09-03 18:22:02,4.26,1.42,21.9,6.05
2025-09-03 18:22:03,4.30,1.15,21.8,4.94
2025-09-03 18:22:04,4.30,1.19,21.7,5.12
2025-09-03 18:22:05,4.20,1.26,21.6,5.29
2025-09-03 18:22:06,4.10,1.21,21.7,4.96
2025-09-03 18:22:07,4.33,1.31,21.6,5.67
2025-09-03 18:22:08,3.99,1.14,21.5,4.55
2025-09-03 18:22:09,4.08,1.26,21.6,5.14
2025-09-03 18:22:10,4.32,1.22,21.5,5.27
2025-09-03 18:22:11,4.30,1.33,21.4,5.72
2025-09-03 18:22:12,4.34,1.16,21.2,5.03
2025-09-03 18:22:13,4.18,1.08,21.3,4.51
2025-09-03 18:22:14,4.15,1.23,21.3,5.10
2025-09-03 18:22:15,4.27,1.24,21.1,5.29
2025-09-03 18:22:16,4.19,1.03,21.1,4.32
2025-09-03 18:22:17,4.08,0.96,21.2,3.92
2025-09-03 18:22:18,4.21,1.18,21.0,4.97
2025-09-03 18:22:19,4.27,1.04,20.9,4.44
2025-09-03 18:22:20,4.02,0.97,21.0,3.90
2025-09-03 18:22:21,4.07,1.12,20.9,4.56
2025-09-03 18:22:22,4.05,1.10,20.8,4.46
2025-09-03 18:22:23,4.35,1.06,20.8,4.61
2025-09-03 18:22:24,4.03,0.95,20.8,3.83
2025-09-03 18:22:25,4.14,1.06,20.6,4.39
2025-09-03 18:22:26,4.09,0.82,20.5,3.35
2025-09-03 18:22:27,4.33,0.94,20.7,4.07
2025-09-03 18:22:28,4.28,1.04,20.5,4.45
2025-09-03 18:22:29,4.12,0.99,20.4,4.08
2025-09-03 18:22:30,4.29,0.94,20.4,4.03
2025-09-03 18:22:31,4.37,0.89,20.4,3.89
2025-09-03 18:22:32,4.41,0.75,20.4,3.31
2025-09-03 18:22:33,4.16,0.78,20.2,3.24
2025-09-03 18:22:34,4.09,0.87,20.2,3.56
2025-09-03 18:22:35,4.36,0.91,20.2,3.97
2025-09-03 19:01:30,4.15,1.12,22.2,4.65
2025-09-03 19:01:31,4.16,1.23,22.3,5.12
2025-09-03 19:01:32,4.46,0.99,22.3,4.42
2025-09-03 19:01:33,4.39,1.24,22.3,5.44
2025-09-03 19:01:34,4.30,1.24,22.4,5.33
2025-09-03 19:01:35,4.36,1.27,22.4,5.54
2025-09-03 19:01:36,4.16,1.22,22.6,5.08
2025-09-03 19:01:37,4.43,1.25,22.5,5.54
2025-09-03 19:01:38,4.31,1.12,22.7,4.83
2025-09-03 19:01:39,4.19,1.24,22.7,5.20
2025-09-03 19:01:40,4.28,1.17,22.8,5.01
2025-09-03 19:01:41,4.29,1.18,22.9,5.06
2025-09-03 19:01:42,4.37,1.33,22.9,5.81
2025-09-03 19:01:43,4.14,1.35,22.8,5.59
2025-09-03 19:01:44,4.22,1.27,23.0,5.36
2025-09-03 19:01:45,4.21,1.50,22.9,6.31
2025-09-03 19:01:46,4.38,1.26,22.9,5.52
2025-09-03 19:01:47,4.45,1.46,23.1,6.50
2025-09-03 19:01:48,4.47,1.31,23.1,5.86
2025-09-03 19:01:49,4.28,1.24,23.1,5.31
2025-09-03 19:01:50,4.47,1.30,23.2,5.81
2025-09-03 19:01:51,4.33,1.31,23.2,5.67
2025-09-03 19:01:52,4.57,1.31,23.3,5.99
2025-09-03 19:01:53,4.28,1.49,23.2,6.38
2025-09-03 19:01:54,4.24,1.22,23.4,5.17
2025-09-03 19:01:55,4.27,1.47,23.4,6.28
2025-09-03 19:01:56,4.32,1.41,23.4,6.09
2025-09-03 19:01:57,4.36,1.37,23.5,5.97
2025-09-03 19:01:58,4.24,1.38,23.5,5.85
2025-09-03 19:01:59,4.43,1.47,23.6,6.51
2025-09-03 19:02:00,4.63,1.22,23.5,5.65
2025-09-03 19:02:01,4.33,1.29,23.7,5.59
2025-09-03 19:02:02,4.65,1.27,23.7,5.91
2025-09-03 19:02:03,4.53,1.41,23.8,6.39
2025-09-03 19:02:04,4.57,1.31,23.9,5.99
2025-09-03 19:02:05,4.43,1.31,23.8,5.80
2025-09-03 19:02:06,4.46,1.36,24.0,6.07
2025-09-03 19:02:07,4.35,1.38,23.9,6.00
2025-09-03 19:02:08,4.48,1.31,23.9,5.87
2025-09-03 19:02:09,4.35,1.15,24.0,5.00
2025-09-03 19:02:10,4.40,1.17,24.0,5.15
2025-09-03 19:02:11,4.62,1.21,24.0,5.59
2025-09-03 19:02:12,4.50,1.08,24.2,4.86
2025-09-03 19:02:13,4.61,1.14,24.1,5.26
2025-09-03 19:02:14,4.75,1.20,24.1,5.70
2025-09-03 19:02:15,4.59,1.22,24.2,5.60
2025-09-03 19:02:16,4.64,1.25,24.3,5.80
2025-09-03 19:02:17,4.38,1.17,24.4,5.12
2025-09-03 19:02:18,4.59,0.93,24.4,4.27
2025-09-03 19:02:19,4.59,1.00,24.3,4.59
2025-09-03 19:02:20,4.40,1.09,24.5,4.80
2025-09-03 19:02:21,4.64,1.08,24.4,5.01
2025-09-03 19:02:22,4.60,1.06,24.4,4.88
2025-09-03 19:02:23,4.41,1.08,24.5,4.76
2025-09-03 19:02:24,4.57,1.16,24.5,5.30
2025-09-03 19:02:25,4.44,0.89,24.6,3.95
2025-09-03 19:02:26,4.59,0.87,24.5,3.99
2025-09-03 19:02:27,4.65,0.95,24.6,4.42
2025-09-03 19:02:28,4.34,0.96,24.7,4.17
2025-09-03 19:02:29,4.33,1.07,24.5,4.63
2025-09-03 19:02:30,4.68,0.87,24.7,4.07
2025-09-03 19:02:31,4.39,0.92,24.6,4.04
2025-09-03 19:02:32,4.58,0.79,24.7,3.62
2025-09-03 19:02:33,4.33,1.02,24.7,4.42
2025-09-03 19:02:34,4.30,0.96,24.7,4.13
2025-09-03 19:02:35,4.53,0.95,24.7,4.30
2025-09-03 19:02:36,4.67,0.80,24.8,3.74
2025-09-03 19:02:37,4.55,0.86,24.8,3.91
2025-09-03 19:02:38,4.52,0.89,24.8,4.02
2025-09-03 19:02:39,4.49,0.75,24.9,3.37
2025-09-03 19:02:40,4.46,0.86,25.0,3.84
2025-09-03 19:02:41,4.37,0.87,24.9,3.80
2025-09-03 19:02:42,4.48,0.83,25.0,3.72
2025-09-03 19:02:43,4.47,0.67,25.0,2.99
2025-09-03 19:02:44,4.19,0.81,25.1,3.39
2025-09-03 19:02:45,4.21,0.60,25.0,2.53
2025-09-03 19:02:46,4.45,0.77,25.0,3.43
2025-09-03 19:02:47,4.38,0.72,25.1,3.15
2025-09-03 19:02:48,4.52,0.52,25.0,2.35
2025-09-03 19:02:49,4.39,0.60,25.1,2.63
2025-09-03 19:02:50,4.20,0.86,25.0,3.61
2025-09-03 19:02:51,4.44,0.62,25.1,2.75
2025-09-03 19:02:52,4.45,0.79,25.2,3.52
2025-09-03 19:02:53,4.28,0.74,25.2,3.17
2025-09-03 19:02:54,4.22,0.70,25.1,2.95
2025-09-03 19:02:55,4.28,0.75,25.1,3.21
2025-09-03 19:02:56,4.24,0.53,25.1,2.25
2025-09-03 19:02:57,4.06,0.70,25.1,2.84
2025-09-03 19:02:58,4.38,0.54,25.0,2.37
2025-09-03 19:02:59,4.06,0.65,25.2,2.64
2025-09-03 19:03:00,4.22,0.56,25.1,2.36
2025-09-03 19:03:01,4.19,0.60,25.0,2.51
2025-09-03 19:03:02,3.99,0.63,25.0,2.51
2025-09-03 19:03:03,4.20,0.58,25.1,2.44
2025-09-03 19:03:04,4.06,0.70,25.2,2.84
2025-09-03 19:03:05,4.19,0.64,25.2,2.68
2025-09-03 19:03:06,3.96,0.62,25.1,2.46
2025-09-03 19:03:07,4.16,0.73,25.1,3.04
2025-09-03 19:03:08,4.25,0.67,25.1,2.85
2025-09-03 19:03:09,4.23,0.79,25.0,3.34
2025-09-03 19:03:10,4.22,0.71,24.9,3.00
2025-09-03 19:03:11,4.19,0.81,25.1,3.39
2025-09-03 19:03:12,4.17,0.74,25.0,3.09
2025-09-03 19:03:13,4.27,0.85,25.1,3.63
2025-09-03 19:03:14,4.07,0.82,25.0,3.34
2025-09-03 19:03:15,4.03,0.94,24.9,3.79
2025-09-03 19:03:16,4.01,0.96,25.1,3.85
2025-09-03 19:03:17,3.97,1.00,25.0,3.97
2025-09-03 19:03:18,3.91,0.84,24.9,3.28
2025-09-03 19:03:19,4.11,0.77,25.0,3.16
2025-09-03 19:03:20,3.85,0.88,24.8,3.39
2025-09-03 19:03:21,3.92,0.89,25.0,3.49
2025-09-03 19:03:22,4.12,1.00,24.9,4.12
2025-09-03 19:03:23,3.98,1.03,24.9,4.10
2025-09-03 19:03:24,3.97,1.14,24.9,4.53
2025-09-03 19:03:25,3.78,1.11,24.8,4.20
2025-09-03 19:03:26,4.09,1.23,24.9,5.03
2025-09-03 19:03:27,3.80,1.14,24.8,4.33
2025-09-03 19:03:28,3.76,1.03,24.8,3.87
2025-09-03 19:03:29,4.09,1.13,24.6,4.62
2025-09-03 19:03:30,3.84,1.26,24.7,4.84
2025-09-03 19:03:31,4.06,1.26,24.7,5.12
2025-09-03 19:03:32,3.85,1.19,24.7,4.58
2025-09-03 19:03:33,3.86,1.24,24.8,4.79
2025-09-03 19:03:34,4.03,1.47,24.6,5.92
2025-09-03 19:03:35,3.90,1.23,24.5,4.80
2025-09-03 19:03:36,4.03,1.52,24.5,6.13
2025-09-03 19:03:37,3.82,1.37,24.5,5.23
2025-09-03 19:03:38,3.78,1.53,24.6,5.78
2025-09-03 19:03:39,3.89,1.56,24.5,6.07
2025-09-03 19:03:40,3.98,1.47,24.5,5.85
2025-09-03 19:03:41,3.66,1.44,24.5,5.27
2025-09-03 19:03:42,3.87,1.38,24.4,5.34
2025-09-03 19:03:43,3.63,1.53,24.3,5.55
2025-09-03 19:03:44,3.92,1.56,24.4,6.12
2025-09-03 19:03:45,3.78,1.65,24.4,6.24
2025-09-03 19:03:46,3.68,1.41,24.2,5.19
2025-09-03 19:03:47,3.62,1.41,24.3,5.10
2025-09-03 19:03:48,3.93,1.54,24.2,6.05
2025-09-03 19:03:49,3.79,1.66,24.1,6.29
2025-09-03 19:03:50,3.96,1.53,24.0,6.06
2025-09-03 19:03:51,3.70,1.68,24.1,6.22
2025-09-03 19:03:52,3.92,1.68,24.1,6.59
2025-09-03 19:03:53,3.71,1.80,24.0,6.68
2025-09-03 19:03:54,3.82,1.55,23.9,5.92
2025-09-03 19:03:55,3.72,1.69,23.8,6.29
2025-09-03 19:03:56,3.89,1.83,23.9,7.12
2025-09-03 19:03:57,4.02,1.85,23.8,7.44
2025-09-03 19:03:58,3.72,1.67,23.9,6.21
2025-09-03 19:03:59,3.70,1.72,23.7,6.36
2025-09-03 19:04:00,3.91,1.75,23.6,6.84
2025-09-03 19:04:01,3.80,1.54,23.6,5.85
2025-09-03 19:04:02,4.08,1.66,23.7,6.77
2025-09-03 19:04:03,3.70,1.56,23.6,5.77
2025-09-03 19:04:04,3.70,1.50,23.7,5.55
2025-09-03 19:04:05,4.02,1.68,23.5,6.75
2025-09-03 19:04:06,3.97,1.54,23.5,6.11
2025-09-03 19:04:07,3.85,1.68,23.5,6.47
2025-09-03 19:04:08,4.08,1.60,23.3,6.53
2025-09-03 19:04:09,3.79,1.65,23.4,6.25
2025-09-03 19:04:10,3.82,1.59,23.3,6.07
2025-09-03 19:04:11,3.88,1.77,23.3,6.87
2025-09-03 19:04:12,3.82,1.62,23.2,6.19
2025-09-03 19:04:13,3.98,1.77,23.2,7.04
2025-09-03 19:04:14,3.74,1.57,23.1,5.87
2025-09-03 19:04:15,3.85,1.68,23.2,6.47
2025-09-03 19:04:16,3.88,1.78,23.0,6.91
2025-09-03 19:04:17,4.08,1.52,22.9,6.20
2025-09-03 19:04:18,4.10,1.51,22.9,6.19
2025-09-03 19:04:19,4.09,1.73,23.0,7.08
2025-09-03 19:04:20,3.80,1.45,22.8,5.51
2025-09-03 19:04:21,4.00,1.48,22.8,5.92
2025-09-03 19:04:22,4.14,1.51,22.8,6.25
2025-09-03 19:04:23,3.95,1.52,22.6,6.00
2025-09-03 19:04:24,4.07,1.34,22.6,5.45
2025-09-03 19:04:25,3.86,1.37,22.7,5.29
2025-09-03 19:04:26,4.03,1.40,22.6,5.64
2025-09-03 19:04:27,4.01,1.49,22.5,5.97
2025-09-03 19:04:28,3.89,1.49,22.5,5.80
2025-09-03 19:04:29,4.22,1.48,22.4,6.25
2025-09-03 19:04:30,3.94,1.42,22.4,5.59
2025-09-03 19:04:31,4.05,1.17,22.3,4.74
2025-09-03 19:04:32,3.96,1.09,22.4,4.32
2025-09-03 19:04:33,4.19,1.27,22.2,5.32
2025-09-03 19:04:34,4.27,1.08,22.2,4.61
2025-09-03 19:04:35,4.19,1.29,22.1,5.41
2025-09-03 19:04:36,3.94,1.01,22.0,3.98
2025-09-03 19:04:37,4.32,1.09,22.1,4.71
2025-09-03 19:04:38,4.01,1.25,22.0,5.01
2025-09-03 19:04:39,4.34,1.20,21.9,5.21
2025-09-03 19:04:40,4.05,1.20,22.0,4.86
2025-09-03 19:04:41,4.20,1.07,21.8,4.49
2025-09-03 19:04:42,4.32,1.10,21.7,4.75
2025-09-03 19:04:43,4.05,1.04,21.8,4.21
2025-09-03 19:04:44,4.21,1.08,21.7,4.55
2025-09-03 19:04:45,4.03,0.90,21.7,3.63
2025-09-03 19:04:46,4.09,1.11,21.5,4.54
2025-09-03 19:04:47,4.19,0.88,21.5,3.69
2025-09-03 19:04:48,4.32,0.89,21.4,3.84
2025-09-03 19:04:49,4.26,0.96,21.4,4.09
2025-09-03 19:04:50,4.12,1.14,21.3,4.70
2025-09-03 19:04:51,4.17,1.04,21.2,4.34
2025-09-03 19:04:52,4.30,0.96,21.3,4.13
2025-09-03 19:04:53,4.37,0.90,21.2,3.93
2025-09-03 19:04:54,4.13,1.04,21.2,4.30
2025-09-03 19:04:55,4.26,1.02,21.1,4.35
2025-09-03 19:04:56,4.39,1.11,21.0,4.87
2025-09-03 19:04:57,4.21,0.98,21.0,4.13
2025-09-03 19:04:58,4.11,0.97,20.9,3.99
2025-09-03 19:04:59,4.13,1.08,20.9,4.46
2025-09-03 19:05:00,4.42,1.09,20.9,4.82
2025-09-03 19:05:01,4.14,1.02,20.8,4.22
2025-09-03 19:05:02,4.18,1.04,20.9,4.35
2025-09-03 19:05:03,4.25,1.04,20.8,4.42
2025-09-03 19:05:04,4.43,1.11,20.8,4.92
2025-09-03 19:05:05,4.35,0.99,20.7,4.31
2025-09-03 19:05:06,4.22,1.06,20.5,4.47
2025-09-03 19:05:07,4.44,0.95,20.5,4.22
2025-09-03 19:05:08,4.19,0.95,20.6,3.98
2025-09-03 19:05:09,4.39,1.08,20.5,4.74
2025-09-03 19:05:10,4.35,1.07,20.4,4.65
2025-09-03 19:05:11,4.36,1.11,20.4,4.84
2025-09-03 19:05:12,4.15,1.07,20.3,4.44
2025-09-03 19:05:13,4.21,1.15,20.4,4.84
2025-09-03 19:05:14,4.53,1.11,20.3,5.03
2025-09-03 19:05:15,4.40,1.23,20.4,5.41
2025-09-03 19:05:16,4.46,1.19,20.1,5.31
2025-09-03 19:05:17,4.29,1.17,20.2,5.02
2025-09-03 19:05:18,4.42,1.11,20.1,4.91
2025-09-03 19:05:19,4.40,1.10,20.0,4.84
2025-09-03 19:05:20,4.32,1.03,20.0,4.45
2025-09-03 19:05:21,4.30,1.13,20.2,4.86
2025-09-03 19:05:22,4.51,1.09,20.0,4.92
2025-09-03 19:05:23,4.45,1.17,20.0,5.21
2025-09-03 19:05:24,4.54,1.04,19.9,4.72
2025-09-03 19:05:25,4.44,1.10,19.9,4.88
2025-09-03 19:05:26,4.41,1.25,19.9,5.51
2025-09-03 19:05:27,4.28,1.26,19.8,5.39
2025-09-03 19:05:28,4.17,1.08,19.8,4.50
2025-09-03 19:05:29,4.42,1.11,19.7,4.91
2025-09-03 19:05:30,4.29,1.22,19.8,5.23
2025-09-03 19:05:31,4.20,1.33,19.9,5.59
2025-09-03 19:05:32,4.48,1.16,19.8,5.20
2025-09-03 19:05:33,4.47,1.35,19.7,6.03
2025-09-03 19:05:34,4.14,1.17,19.8,4.84
2025-09-03 19:05:35,4.46,1.42,19.6,6.33
2025-09-03 19:05:36,4.47,1.27,19.7,5.68
2025-09-03 19:05:37,4.47,1.21,19.5,5.41
2025-09-03 19:05:38,4.38,1.20,19.7,5.26
2025-09-03 19:05:39,4.31,1.27,19.5,5.47
2025-09-03 19:05:40,4.40,1.50,19.6,6.60
2025-09-03 19:05:41,4.41,1.47,19.6,6.48
2025-09-03 19:05:42,4.36,1.56,19.6,6.80
2025-09-03 19:05:43,4.31,1.55,19.4,6.68
2025-09-03 19:05:44,4.16,1.36,19.4,5.66
2025-09-03 19:05:45,4.14,1.37,19.4,5.67
2025-09-03 19:05:46,4.32,1.35,19.5,5.83
2025-09-03 19:05:47,4.18,1.39,19.5,5.81
2025-09-03 19:05:48,4.31,1.55,19.4,6.68
2025-09-03 19:05:49,4.17,1.55,19.4,6.46
2025-09-03 19:05:50,4.20,1.47,19.4,6.17
2025-09-03 19:05:51,4.23,1.52,19.4,6.43
2025-09-03 19:05:52,4.12,1.66,19.4,6.84
2025-09-03 19:05:53,4.13,1.66,19.3,6.86
2025-09-03 19:05:54,4.03,1.40,19.4,5.64
2025-09-03 19:05:55,4.16,1.40,19.4,5.82
